supplier_id,supplier_name,country,contact_person,phone,email,product_category,rating,contract_start_date,delivery_time_days,city,status,region
S00164,Prime Books Ltd,Bangladesh,Arif Das,13556510750,tamim.nahar@gmail.com,Exam Prep,4.6,2021-10-26 13:03:43,6,Lakshmipur,Active,Chattogram
S00165,Eastern Enterprises,Bangladesh,Karim Mollik,17943313490,farhan.sarker@outlook.com,Religious,2.69,2025-12-18 22:08:07,7,Gopalganj,Active,Dhaka
S00166,Green Distributors,Uk,Tanvir Rahman,18833622540,imran.roy@yahoo.com,Self Help,4.5,2020-10-28 01:34:16,12,Tangail,Inactive,Dhaka
S00167,National Supply Co,Uk,Arif Mollik,16843427430,shuvo.uddin@gmail.com,Business,2.59,2023-06-27 13:42:11,7, Cumilla ,Active,
S00168,Delta Supply Co,Bangladesh,Tasnima Das,14123603440,rumana.ahmed@gmail.com,Self Help,2.57,2021-04-10 12:30:23,7,Brahmanbaria,Active,Chattogram
S00169,Metro Distributors,India,Sami Sarker,13991795480,sami.talukder@outlook.com,Academic,3.65,2021-02-12 17:13:31,14,Cox's Bazar,Active,Chattogram
S00170,Prime Trade Group,Bangladesh,Sami Talukder,13945418050,mahin.roy@gmail.com,Exam Prep,3.05,2020-02-21 12:26:57,16,Madaripur,Suspended,Dhaka
S00171,Bright Distributors,Bangladesh,Karim Das,18231435220,,Academic,3.98,2022-12-11 02:44:42,5,Rajbari,Active,Dhaka
S00172,Bright Enterprises,India,Fahim Rahman,19229789340,shuvo.nahar@outlook.com,Religious,2.56,2023-08-11 23:53:06,4,Rajbari,Active,Dhaka
S00173,Metro Publishing House,Bangladesh,Jannat Talukder,14359486710,,Children,2.59,2021-06-14 02:41:08,6,Noakhali,Active,Chattogram
S00174,Metro Trade Group,India,Karim Hossain,15275526520,sakib.mollik@yahoo.com,Biography,4.32,2022-09-08 01:38:52,12,Kishoreganj,Active,Dhaka
S00175,Eastern Publishing House,Bangladesh,Rumana Miah,17598088230,karim.talukder@outlook.com,Exam Prep,3.03,2022-05-02 01:28:29,19,Munshiganj,Active,Dhaka
S00176,Green Books Ltd,India,Raisa Uddin,16729929950,imran.sheikh@gmail.com,Academic,4.14,2020-11-23 07:49:37,4,Dhaka,Active,Dhaka
S00177,Prime Enterprises,Bangladesh,Hasan Das,14783948630,arif.mollik@yahoo.com,Biography,4.37,2023-11-04 00:46:57,2,Gopalganj,Active,Dhaka
S00178,Metro Trade Group,Bangladesh,Fahim Patwary,15331129410,rafi.uddin@outlook.com,Fiction,2.65,2022-11-16 16:08:24,11,Rangamati,Inactive,Chattogram
S00179,Eastern Trade Group,Bangladesh,Sifat Rahman,16620975000,adib.karim@yahoo.com,Programming,3.12,2019-06-18 07:44:48,19,Khagrachari,Inactive,Chattogram
S00180,Global Supply Co,Bangladesh,Tamim Karim,13608601450,rahim.karim@gmail.com,Academic,3.17,2022-06-13 08:40:12,11,Manikganj,Active,Dhaka
S00181,Royal Trade Group,India,Rahim Amin,,nayeem.khan@outlook.com,Academic,3.47,2021-09-22 06:12:25,18,Chittagong,Active,Chattogram
S00182,Prime Trade Group,,Fahim Karim,19785356970,raisa.amin@outlook.com,Fiction,2.72,2024-07-27 12:16:53,13,Brahmanbaria,Active,Chattogram
S00183,Eastern Enterprises,Bangladesh,Mim Patwary,15930465180,nusrat.ahmed@gmail.com,Programming,4.6,2021-02-22 17:23:50,2,Lakshmipur,Active,Chattogram
S00184,Delta Distributors,Bangladesh,Sadia Khan,18925012250,nafis.sheikh@gmail.com,Programming,3.9,2025-09-09 11:53:56,9,Munshiganj,Active,Dhaka
S00185,Global Supply Co,Bangladesh,Tasnima Talukder,18684453350,sadia.sheikh@outlook.com,Self Help,3.76,2023-04-21 22:41:15,15,Rangamati,Active,Chattogram
S00186,National Logistics,Uk,Hasan Hossain,16935414780,tasnima.karim@gmail.com,Children,4.92,2019-11-30 23:51:06,11,Narayanganj,Active,Dhaka
S00187,Delta Distributors,Bangladesh,Sakib Patwary,18475033690,sakib.uddin@outlook.com,Exam Prep,3.34,2021-10-28 00:29:11,5, Cumilla ,Active,
S00188,Royal Books Ltd,China,Tanjim Uddin,13103254620,mahin.sheikh@gmail.com,Academic,4.73,2025-03-09 06:47:18,5,Narsingdi,Active,Dhaka
S00189,Ocean Supply Co,Bangladesh,Tanjim Rahman,,raisa.hossain@outlook.com,Fiction,4.3,2023-12-07 11:03:48,13,Chittagong,Active,Chattogram
S00190,National Publishing House,Bangladesh,Sadia Sheikh,13982946800,ayesha.rahman@outlook.com,Children,4.82,2024-06-25 06:10:38,10,Narayanganj,Active,Dhaka
S00191,Global Trade Group,Bangladesh,Sifat Khan,13664202040,karim.hossain@yahoo.com,Children,3.64,2023-11-06 04:00:16,12,Khagrachari,Active,Chattogram
S00192,Metro Publishing House,Bangladesh,Nayeem Uddin,15256793920,ayesha.amin@gmail.com,Religious,4.98,2019-08-20 00:10:49,8,Chandpur,Active,Chattogram
S00193,Global Books Ltd,Uk,Jannat Nahar,17973499480,mim.talukder@yahoo.com,Biography,2.83,2021-08-14 17:06:51,8,Manikganj,Active,Dhaka
S00194,Global Supply Co,China,Muntasir Islam,18706217170,shuvo.das@outlook.com,Exam Prep,4.49,2021-05-29 00:42:15,13,Rangamati,Active,Chattogram
S00195,Royal Publishing House,Uk,Nayeem Uddin,14867174700,imran.chowdhury@outlook.com,Self Help,4.51,2025-02-24 17:18:01,2, Cumilla ,Active,
S00196,Ocean Publishing House,Bangladesh,Tanvir Patwary,18328621680,shaila.hossain@gmail.com,Religious,4.11,2019-01-15 09:56:54,9,Rajbari,Inactive,Dhaka
S00197,National Logistics,Bangladesh,Rahim Islam,15649801120,mim.karim@yahoo.com,Academic,3.2,2022-10-09 17:26:38,8,Gopalganj,Inactive,Dhaka
S00198,Ocean Trade Group,Bangladesh,Farhan Talukder,,farhan.rahman@outlook.com,Business,4.91,2025-11-15 12:22:32,16,Rangamati,Active,Chattogram
S00199,Global Publishing House,Bangladesh,Rafi Rahman,14167479710,,Self Help,3.01,2025-02-15 18:50:49,15,Cox's Bazar,Suspended,Chattogram
S00200,Prime Distributors,India,Ayesha Jahan,15852191750,fahim.rahman@outlook.com,Academic,3.75,2023-03-31 05:29:37,9,Chittagong,Active,Chattogram
S00201,Metro Supply Co,Bangladesh,Jannat Khan,14585271610,adib.hossain@gmail.com,Academic,3.8,2025-12-25 17:49:07,6,Feni,Suspended,Chattogram
S00202,National Trade Group,Bangladesh,Jannat Sheikh,18130339930,mahin.sarker@outlook.com,Self Help,2.9,2021-10-25 08:26:49,6,Brahmanbaria,Inactive,Chattogram
S00203,Delta Enterprises,Uk,Muntasir Mollik,18725996820,nayeem.nahar@gmail.com,Academic,4.31,2023-04-12 15:01:39,5,Madaripur,Active,Dhaka
S00204,Delta Publishing House,Bangladesh,Muntasir Hossain,14225104570,rahim.chowdhury@gmail.com,Biography,2.72,2022-10-21 20:57:16,6,Madaripur,Inactive,Dhaka
S00205,Metro Books Ltd,Bangladesh,Muntasir Sarker,18827050510,nusrat.miah@yahoo.com,Exam Prep,4.23,2019-05-01 23:03:23,15,Faridpur,Active,Dhaka
S00206,Eastern Publishing House,Bangladesh,Nusrat Uddin,19709458360,hasan.hossain@yahoo.com,Religious,4.62,2019-04-14 14:05:25,2,Faridpur,Active,Dhaka
S00207,Prime Books Ltd,Bangladesh,Nayeem Nahar,16275353910,nayeem.amin@gmail.com,Programming,3.37,2025-04-11 09:58:42,2, Cumilla ,Inactive,
S00208,Global Logistics,Bangladesh,Fahim Das,15683284530,sifat.ahmed@yahoo.com,Academic,4.27,2020-03-19 20:26:39,11,Khagrachari,Active,Chattogram
S00209,Metro Books Ltd,Bangladesh,Fahim Hossain,15535160470,raisa.ahmed@gmail.com,Business,2.89,2021-06-25 22:34:15,6,Gopalganj,Active,Dhaka
S00210,Prime Enterprises,Bangladesh,Adib Khan,14495415050,farhan.mollik@outlook.com,Self Help,4.61,2023-05-13 07:23:28,16,Bandarban,Active,Chattogram
S00211,Metro Logistics,India,Adib Karim,14200910840,rumana.chowdhury@gmail.com,Biography,4.88,2023-01-11 01:57:33,15,Gazipur,Active,Dhaka
S00212,Ocean Logistics,Uk,Sami Roy,13566473840,muntasir.amin@yahoo.com,Programming,2.88,2022-08-07 10:52:17,15,Narsingdi,Inactive,Dhaka
S00213,Delta Publishing House,Bangladesh,Tanjim Mollik,15189938620,shuvo.rahman@outlook.com,Self Help,4.23,2025-11-07 18:31:45,10,Cox's Bazar,Inactive,Chattogram
S00214,Royal Supply Co,Bangladesh,Muntasir Roy,,rahim.das@gmail.com,Exam Prep,3.76,2024-07-04 18:19:04,9,Feni,Active,Chattogram
S00215,Global Supply Co,Bangladesh,Rumana Sheikh,13219291680,raisa.das@gmail.com,Academic,3.83,2025-08-04 04:14:04,9,Noakhali,Suspended,Chattogram
S00216,Global Supply Co,Bangladesh,Tasnima Islam,16317504760,sifat.patwary@outlook.com,Religious,4.27,2023-08-11 17:54:41,5,Munshiganj,Active,Dhaka
S00217,Royal Books Ltd,Bangladesh,Nafis Khan,14419683890,rumana.ahmed@gmail.com,Religious,3.72,2025-11-07 15:12:34,12,Noakhali,Suspended,Chattogram
S00218,Delta Books Ltd,Bangladesh,Mim Sheikh,18389872540,arif.amin@outlook.com,Programming,4.0,2023-03-18 06:28:12,17,Cox's Bazar,Active,Chattogram
S00219,Green Trade Group,Bangladesh,Nabil Sheikh,17908425390,jannat.uddin@yahoo.com,Exam Prep,3.08,2022-10-16 15:44:06,6,Narayanganj,Active,Dhaka
S00220,Global Distributors,,Nayeem Sarker,19606669310,shuvo.sheikh@outlook.com,Biography,3.45,2024-09-14 19:39:33,3,Munshiganj,Active,Dhaka
S00221,Metro Distributors,Bangladesh,Tanjim Miah,17927243900,hasan.ahmed@gmail.com,Programming,4.66,2025-01-29 16:14:44,12,Gazipur,Active,Dhaka
S00222,Eastern Enterprises,Bangladesh,Tamim Roy,18369932410,raisa.jahan@gmail.com,Fiction,2.77,2019-06-24 11:31:54,9,Noakhali,Active,Chattogram
S00223,Green Logistics,Usa,Sami Das,13203351200,karim.patwary@outlook.com,Biography,3.99,2025-05-16 10:37:02,16,Kishoreganj,Active,Dhaka
S00224,National Trade Group,Bangladesh,Tanjim Hossain,19600596600,sakib.mollik@outlook.com,Biography,2.96,2023-11-01 21:45:34,17,Manikganj,Active,Dhaka
S00225,Green Distributors,Bangladesh,Hasan Mollik,15410983290,hasan.sarker@outlook.com,Exam Prep,4.62,2025-04-13 08:29:23,19,Narsingdi,Active,Dhaka
S00226,Metro Trade Group,Usa,Arif Rahman,14821716140,karim.ahmed@gmail.com,Religious,3.95,2024-01-04 01:11:48,9,Gopalganj,Active,Dhaka
S00227,Delta Books Ltd,Bangladesh,Fahim Nahar,17371595340,sami.miah@yahoo.com,Academic,3.51,2025-06-27 04:53:20,18,Feni,Active,Chattogram
S00228,Green Enterprises,Bangladesh,Raisa Islam,16974223120,arif.chowdhury@yahoo.com,Business,3.12,2020-04-24 15:03:21,4,Chittagong,Active,Chattogram
S00229,Eastern Logistics,Usa,Mim Ahmed,16472300060,tasnima.sheikh@yahoo.com,Children,3.59,2020-05-15 01:55:52,8,Gopalganj,Active,Dhaka
S00230,Royal Books Ltd,Bangladesh,Nusrat Jahan,14707294510,nusrat.bhuiyan@gmail.com,Programming,4.89,2020-10-06 12:27:22,6,Gopalganj,Active,Dhaka
S00231,Ocean Books Ltd,Bangladesh,Nusrat Sarker,13348337240,sifat.sarker@yahoo.com,Self Help,3.77,2020-06-30 14:33:58,18,Dhaka,Active,Dhaka
S00232,Ocean Distributors,Bangladesh,Mim Jahan,18179051440,ayesha.mollik@yahoo.com,Fiction,3.67,2022-02-02 18:36:05,12,Noakhali,Active,Chattogram
S00233,Global Trade Group,Bangladesh,Shaila Islam,13828854860,fahim.ahmed@gmail.com,Biography,4.37,2020-05-21 10:45:11,8,Rajbari,Active,Dhaka
S00234,Eastern Logistics,Bangladesh,Rumana Sheikh,15346490940,arif.jahan@yahoo.com,Children,3.45,2020-02-09 06:38:23,4,Chandpur,Active,Chattogram
S00235,Eastern Trade Group,,Nafis Nahar,16138677610,ayesha.rahman@gmail.com,Academic,3.57,2022-08-31 18:53:40,16,Gopalganj,Active,Dhaka
S00236,Ocean Supply Co,Bangladesh,Imran Mollik,13171385200,rahim.karim@gmail.com,Biography,3.34,2024-07-20 19:02:38,13,Madaripur,Active,Dhaka
S00237,Delta Enterprises,,Fahim Khan,14368155520,rahim.amin@gmail.com,Academic,2.88,2019-12-13 15:51:37,17,Tangail,Suspended,Dhaka
S00238,Bright Supply Co,Bangladesh,Arif Sarker,13112982050,farhan.uddin@yahoo.com,Exam Prep,4.28,2022-07-30 21:05:08,9,Madaripur,Active,Dhaka
S00239,Royal Books Ltd,Bangladesh,Sifat Miah,16856115130,shuvo.mollik@gmail.com,Exam Prep,4.68,2023-08-13 03:13:54,4,Brahmanbaria,Active,Chattogram
S00240,Bright Books Ltd,Bangladesh,Nafis Talukder,,nusrat.ahmed@yahoo.com,Fiction,4.76,2023-12-09 11:23:05,8,Noakhali,Active,Chattogram
S00241,Prime Supply Co,Uk,Fahim Rahman,14549430700,nusrat.jahan@yahoo.com,Academic,3.34,2019-09-26 13:55:14,13,Munshiganj,Active,Dhaka
S00242,Prime Supply Co,Bangladesh,Arif Islam,14980630590,mim.islam@outlook.com,Fiction,3.63,2024-02-19 11:23:13,6,Brahmanbaria,Active,Chattogram
S00243,Delta Publishing House,Bangladesh,Fahim Miah,,muntasir.talukder@gmail.com,Academic,3.21,2019-03-10 17:31:05,3,Lakshmipur,Active,Chattogram
S00244,National Enterprises,Bangladesh,Hasan Rahman,19226161760,adib.sarker@yahoo.com,Exam Prep,4.09,2020-08-28 14:05:00,16,Lakshmipur,Inactive,Chattogram
S00245,Ocean Logistics,Bangladesh,Nabil Miah,19635286250,sifat.karim@gmail.com,Self Help,4.89,2021-03-27 02:32:26,11,Dhaka,Suspended,Dhaka
S00246,Metro Trade Group,Bangladesh,Tanvir Hossain,14721106720,sami.roy@yahoo.com,Biography,4.32,2024-12-20 06:49:22,9,Gazipur,Active,Dhaka
S00247,Ocean Logistics,Bangladesh,Tamim Rahman,17611861770,,Self Help,3.74,2020-05-05 09:26:34,11,Rangamati,Active,Chattogram
S00248,Prime Distributors,Bangladesh,Tanjim Bhuiyan,17599544110,farhan.das@outlook.com,Exam Prep,4.22,2024-06-22 22:13:31,15,Noakhali,Active,Chattogram
S00249,Eastern Distributors,Uk,Tanjim Miah,18261628430,shuvo.uddin@yahoo.com,Self Help,4.43,2025-12-02 00:29:06,2,Munshiganj,Active,Dhaka
S00250,Metro Distributors,Usa,Muntasir Sarker,16474755730,tanvir.karim@outlook.com,Exam Prep,4.8,2025-09-19 14:09:20,9,Tangail,Inactive,Dhaka
S00251,Eastern Logistics,Bangladesh,Tamim Talukder,16227874780,ayesha.jahan@gmail.com,Religious,4.41,2021-02-13 11:00:18,6,Bandarban,Active,Chattogram
S00252,Metro Trade Group,Bangladesh,Mahin Amin,15958726590,nabil.uddin@gmail.com,Biography,3.58,2019-09-02 15:23:10,3,Chittagong,Active,Chattogram
S00253,Prime Enterprises,Bangladesh,Rahim Miah,13671776430,karim.roy@gmail.com,Fiction,3.85,2020-07-21 14:17:57,2,Cox's Bazar,Active,Chattogram
S00254,Green Publishing House,Bangladesh,Rafi Uddin,17527064140,,Business,3.75,2024-05-19 02:26:25,9,Narayanganj,Active,Dhaka
S00255,Prime Publishing House,Bangladesh,Muntasir Karim,,tamim.mollik@gmail.com,Biography,3.32,2020-05-17 22:38:52,11,Lakshmipur,Active,Chattogram
S00256,Metro Supply Co,Uk,Rafi Talukder,13184806870,sifat.talukder@gmail.com,Fiction,4.86,2023-07-09 03:12:53,11,Faridpur,Active,Dhaka
S00257,Royal Supply Co,India,Nusrat Sheikh,14271654440,tanjim.jahan@gmail.com,Fiction,3.77,2021-08-13 13:37:57,16,Dhaka,Active,Dhaka
S00258,Metro Books Ltd,India,Tasnima Amin,18674857820,fahim.bhuiyan@outlook.com,Children,3.68,2024-05-14 01:54:20,10,Noakhali,Active,Chattogram
S00259,Royal Books Ltd,Bangladesh,Nayeem Islam,13665628960,sami.nahar@outlook.com,Fiction,3.37,2023-03-29 13:11:40,12,Kishoreganj,Inactive,Dhaka
S00260,Delta Logistics,China,Adib Das,13478949420,muntasir.amin@gmail.com,Religious,4.1,2023-02-05 13:24:05,16,Rangamati,Active,Chattogram
S00261,National Publishing House,Bangladesh,Mahin Jahan,13181154770,hasan.sheikh@outlook.com,Self Help,3.8,2024-06-21 15:39:03,13,Manikganj,Active,Dhaka
S00262,Eastern Supply Co,Bangladesh,Hasan Karim,13490036520,nabil.mollik@gmail.com,Children,2.82,2025-09-06 15:43:18,18,Narayanganj,Active,Dhaka
S00263,National Distributors,Bangladesh,Shuvo Roy,16417470380,mahin.karim@yahoo.com,Exam Prep,4.67,2021-07-20 20:33:55,5,Dhaka,Active,Dhaka
S00264,Metro Publishing House,Usa,Rahim Islam,17748413230,sami.uddin@gmail.com,Exam Prep,3.4,2022-09-13 17:43:53,16,Noakhali,Inactive,Chattogram
S00265,Metro Trade Group,Bangladesh,Shaila Uddin,18621123940,nusrat.miah@yahoo.com,Biography,3.58,2023-05-19 23:33:49,14,Narayanganj,Active,Dhaka
S00266,Green Publishing House,India,Rahim Khan,16542409180,fahim.amin@outlook.com,Exam Prep,3.01,2024-10-04 17:31:57,12,Kishoreganj,Active,Dhaka
S00267,Eastern Publishing House,Bangladesh,Adib Amin,14538283870,mim.das@outlook.com,Children,3.88,2022-05-17 03:28:56,2,Shariatpur,Active,Dhaka
S00268,Green Publishing House,China,Rahim Talukder,13969667190,sadia.nahar@yahoo.com,Programming,4.26,2021-08-15 07:55:23,11,Gopalganj,Active,Dhaka
S00269,Delta Books Ltd,Bangladesh,Ayesha Nahar,15780664790,imran.ahmed@yahoo.com,Biography,4.7,2024-12-03 15:24:37,17,Cox's Bazar,Inactive,Chattogram
S00270,Green Books Ltd,Bangladesh,Arif Mollik,19547281600,rafi.mollik@outlook.com,Biography,2.63,2025-09-02 09:02:58,13,Faridpur,Active,Dhaka
S00271,Ocean Books Ltd,China,Mim Bhuiyan,19531300350,nusrat.das@gmail.com,Religious,4.93,2022-12-25 11:17:55,2,Shariatpur,Active,Dhaka
S00272,Eastern Publishing House,Bangladesh,Tasnima Bhuiyan,13222060210,farhan.islam@yahoo.com,Biography,4.26,2019-09-22 13:00:22,7,Narsingdi,Active,Dhaka
S00273,Royal Books Ltd,Bangladesh,Shaila Amin,19527597520,sadia.sheikh@gmail.com,Exam Prep,3.21,2021-01-10 23:06:52,12,Dhaka,Active,Dhaka
S00274,Delta Logistics,Bangladesh,Mim Patwary,15501454870,mim.chowdhury@outlook.com,Academic,3.01,2022-03-29 07:13:19,16,Faridpur,Active,Dhaka
S00275,Green Logistics,Bangladesh,Farhan Mollik,14883497670,tanvir.das@yahoo.com,Biography,3.24,2023-12-04 08:51:24,10,Tangail,Active,Dhaka
S00276,Royal Distributors,Bangladesh,Karim Ahmed,19176424480,adib.nahar@yahoo.com,Children,4.69,2023-09-08 21:11:12,17,Narsingdi,Active,Dhaka
S00277,Royal Distributors,Bangladesh,Ayesha Uddin,18142627390,tanvir.nahar@yahoo.com,Business,3.23,2024-09-27 02:02:09,16,Gopalganj,Active,Dhaka
S00278,Metro Enterprises,Bangladesh,Adib Chowdhury,19285312200,nafis.chowdhury@gmail.com,Fiction,3.66,2019-03-18 15:48:01,6,Gopalganj,Active,Dhaka
S00279,Ocean Trade Group,Uk,Sadia Mollik,13524154800,rahim.karim@gmail.com,Exam Prep,4.26,2022-04-04 15:59:29,5,Feni,Active,Chattogram
S00280,Ocean Supply Co,Bangladesh,Sami Bhuiyan,17388605770,farhan.amin@outlook.com,Academic,4.68,2023-11-27 21:48:46,18, Cumilla ,Active,
S00281,Green Books Ltd,Bangladesh,Fahim Das,13204539560,tanjim.rahman@gmail.com,Religious,4.15,2025-11-28 06:37:38,12,Brahmanbaria,Active,Chattogram
S00282,Delta Publishing House,Bangladesh,Rahim Hossain,19825325170,sakib.chowdhury@gmail.com,Self Help,4.38,2019-12-30 20:34:17,17,Khagrachari,Active,Chattogram
S00283,Royal Publishing House,Bangladesh,Nafis Sarker,19577723440,fahim.khan@gmail.com,Self Help,2.93,2025-02-24 23:19:08,18,Faridpur,Active,Dhaka
S00284,Prime Publishing House,Bangladesh,Adib Nahar,16654975030,arif.talukder@outlook.com,Fiction,4.69,2019-01-20 20:36:37,9,Chittagong,Active,Chattogram
S00285,Bright Enterprises,Usa,Tanjim Chowdhury,16362704960,tasnima.talukder@gmail.com,Biography,3.19,2020-05-18 09:59:14,2,Cox's Bazar,Active,Chattogram
S00286,Metro Distributors,Usa,Tamim Islam,16273203500,tanjim.talukder@outlook.com,Business,2.82,2024-12-04 22:09:49,18,Kishoreganj,Active,Dhaka
S00287,Prime Books Ltd,Bangladesh,Fahim Mollik,18881248540,sadia.patwary@yahoo.com,Exam Prep,4.94,2024-07-03 22:45:07,12,Tangail,Active,Dhaka
S00288,Global Distributors,Bangladesh,Adib Amin,13187216170,adib.khan@outlook.com,Programming,3.0,2025-10-22 08:24:11,4,Cox's Bazar,Active,Chattogram
S00289,Metro Enterprises,Bangladesh,Ayesha Hossain,13812420350,,Academic,2.84,2023-03-17 00:45:11,11,Brahmanbaria,Inactive,Chattogram
S00290,Royal Books Ltd,Bangladesh,Rafi Rahman,15394087850,sakib.khan@gmail.com,Academic,4.07,2023-04-24 09:50:34,2,Madaripur,Active,Dhaka
S00291,Global Supply Co,Bangladesh,Tanvir Karim,13975339780,,Children,3.3,2022-09-28 23:27:51,7,Chandpur,Active,Chattogram
S00292,Eastern Books Ltd,Bangladesh,Sadia Nahar,16817701940,farhan.chowdhury@yahoo.com,Biography,2.83,2022-07-31 22:22:40,8,Cox's Bazar,Inactive,Chattogram
S00293,Delta Trade Group,Bangladesh,Mim Bhuiyan,17227597600,nabil.ahmed@gmail.com,Biography,4.0,2022-08-06 15:02:55,10,Dhaka,Active,Dhaka
S00294,Bright Books Ltd,Bangladesh,Sakib Sarker,18595273410,,Business,4.4,2021-01-17 16:18:00,12,Bandarban,Active,Chattogram
S00295,Royal Supply Co,Bangladesh,Raisa Rahman,17862186780,shaila.bhuiyan@gmail.com,Biography,4.48,2024-12-21 07:39:11,17,Tangail,Active,Dhaka
S00296,Royal Trade Group,Bangladesh,Tamim Ahmed,19465851980,tanvir.das@outlook.com,Academic,2.89,2021-06-30 12:43:15,8,Narayanganj,Active,Dhaka
S00297,Prime Trade Group,Bangladesh,Ayesha Nahar,13863894870,sami.sarker@outlook.com,Biography,3.89,2023-04-11 09:22:49,15,Faridpur,Active,Dhaka
S00298,National Supply Co,Bangladesh,Raisa Ahmed,19555825970,sadia.patwary@gmail.com,Fiction,4.53,2023-09-07 14:32:28,18,Gazipur,Active,Dhaka
S00299,Green Supply Co,India,Nafis Ahmed,17300732510,rumana.jahan@yahoo.com,Academic,2.9,2022-10-06 09:02:09,15,Cox's Bazar,Active,Chattogram
S00300,Bright Logistics,Bangladesh,Sifat Nahar,13534661820,,Exam Prep,3.02,2023-04-12 19:35:53,6,Feni,Active,Chattogram
S00301,Bright Supply Co,Bangladesh,Mahin Sheikh,14723909310,sami.talukder@gmail.com,Business,2.51,2019-05-05 21:15:43,14,Rajbari,Active,Dhaka
S00302,Ocean Books Ltd,Bangladesh,Tanjim Amin,,rahim.uddin@yahoo.com,Fiction,3.81,2021-03-18 13:43:29,7,Noakhali,Active,Chattogram
S00303,Royal Enterprises,India,Sakib Roy,16430018800,rafi.amin@gmail.com,Exam Prep,2.99,2022-02-19 20:41:28,10,Noakhali,Active,Chattogram
S00304,National Enterprises,Bangladesh,Muntasir Roy,14416214710,fahim.sheikh@gmail.com,Fiction,4.31,2021-10-04 14:27:17,13,Chandpur,Active,Chattogram
S00305,Metro Trade Group,Uk,Nafis Das,15572200750,mim.uddin@outlook.com,Exam Prep,4.91,2025-05-09 22:54:05,7,Bandarban,Active,Chattogram
S00306,Royal Enterprises,Usa,Ayesha Sarker,16894814190,tasnima.roy@yahoo.com,Children,3.02,2025-04-12 02:17:03,2,Rangamati,Inactive,Chattogram
S00307,Ocean Distributors,Bangladesh,Rumana Talukder,18363104400,jannat.miah@outlook.com,Academic,4.12,2023-12-25 04:46:40,17,Brahmanbaria,Active,Chattogram
S00308,Bright Logistics,Bangladesh,Hasan Das,19568693540,nafis.amin@yahoo.com,Fiction,3.03,2021-06-19 10:19:38,15,Noakhali,Active,Chattogram
S00309,Prime Publishing House,Bangladesh,Rafi Uddin,14406125050,sadia.roy@outlook.com,Religious,2.55,2019-05-11 05:43:14,4,Rangamati,Active,Chattogram
S00310,Global Books Ltd,Usa,Raisa Mollik,18839595750,jannat.bhuiyan@outlook.com,Fiction,4.4,2024-04-14 02:47:30,8,Kishoreganj,Active,Dhaka
S00311,Delta Enterprises,Bangladesh,Raisa Karim,15241841360,karim.nahar@yahoo.com,Children,3.59,2025-03-09 11:37:21,6,Chandpur,Active,Chattogram
S00312,Eastern Distributors,Usa,Shuvo Islam,14193159240,sami.chowdhury@yahoo.com,Exam Prep,4.87,2022-06-05 12:26:01,19, Cumilla ,Active,
S00313,Bright Publishing House,Bangladesh,Jannat Miah,17552695720,sadia.bhuiyan@yahoo.com,Programming,3.84,2024-10-13 23:04:26,18,Feni,Active,Chattogram
S00314,National Distributors,Bangladesh,Rahim Hossain,16704698820,muntasir.sheikh@outlook.com,Business,2.89,2025-07-06 18:53:09,14,Narayanganj,Active,Dhaka
S00315,Green Distributors,Bangladesh,Sami Miah,,rumana.karim@yahoo.com,Fiction,3.62,2022-10-29 07:47:46,9,Khagrachari,Suspended,Chattogram
S00316,Ocean Distributors,Bangladesh,Sadia Rahman,19796464780,hasan.sheikh@yahoo.com,Academic,3.01,2020-06-19 15:36:46,2,Shariatpur,Active,Dhaka
S00317,Delta Distributors,,Rafi Hossain,15453439050,rahim.rahman@gmail.com,Academic,4.7,2019-02-27 06:26:27,6,Narsingdi,Active,Dhaka
S00318,Eastern Logistics,Bangladesh,Nusrat Amin,19204489370,rahim.jahan@outlook.com,Exam Prep,4.23,2024-04-18 18:05:28,3,Gopalganj,Active,Dhaka
S00319,Prime Distributors,India,Shuvo Roy,19134850340,farhan.rahman@yahoo.com,Academic,3.35,2022-12-08 13:40:56,16,Munshiganj,Active,Dhaka
S00320,Ocean Trade Group,Uk,Raisa Sheikh,13545942200,tanjim.bhuiyan@gmail.com,Fiction,3.82,2020-01-28 21:16:20,3,Rangamati,Active,Chattogram
S00321,Bright Trade Group,Bangladesh,Arif Ahmed,15420685730,tanvir.talukder@yahoo.com,Biography,4.17,2019-05-20 12:42:38,14, Cumilla ,Suspended,
S00322,Royal Enterprises,Bangladesh,Sifat Islam,16604539520,raisa.chowdhury@yahoo.com,Business,4.46,2025-10-13 23:57:12,19, Cumilla ,Active,
S00323,Ocean Distributors,,Rahim Das,19532548230,sakib.miah@gmail.com,Exam Prep,2.7,2021-03-29 21:19:36,7,Lakshmipur,Suspended,Chattogram
S00324,Delta Enterprises,India,Sami Islam,16710148520,mim.rahman@outlook.com,Business,2.56,2021-04-16 00:49:31,14,Manikganj,Active,Dhaka
S00325,Metro Supply Co,Bangladesh,Rafi Rahman,14700265940,jannat.talukder@outlook.com,Biography,2.79,2023-05-27 11:49:53,17,Chandpur,Active,Chattogram
S00326,Delta Logistics,,Jannat Karim,19386257730,tanvir.uddin@outlook.com,Self Help,3.49,2021-07-20 12:27:39,9,Narayanganj,Active,Dhaka
