customer_id,customer_name,gender,age,city,region,signup_date,customer_segment,email,phone,loyalty_score,reader_group
C00199,Shuvo Miah,Female,72,Faridpur,Dhaka,12/13/2024 1:20,Platinum,raisa.chowdhury@yahoo.com,01560792994,88,Elderly
C00200,Hasan Rahman,Male,35,Dhaka,Dhaka,12/4/2021 1:24,Bronze,shaila.khan@outlook.com,01796646196,33,Professional
C00201,Ayesha Jahan,Female,39,Bandarban,Chattogram,4/14/2024 8:58,Gold,rumana.khan@gmail.com,01767004022,70,Professional
C00202,Ayesha Roy,Male,9,Dhaka,Dhaka,2/16/2021 19:08,Silver,shuvo.bhuiyan@gmail.com,01979215738,49,Kids
C00203,Tanvir Sheikh,Female,25,Dhaka,Dhaka,4/9/2022 16:51,Silver,farhan.talukder@outlook.com,01791599567,54,Young
C00204,Shaila Hossain,Male,19,Noakhali,Chattogram,2/18/2023 8:29,Silver,sadia.jahan@outlook.com,01965228770,53,Young
C00205,Sifat Jahan,Male,67,Cox's Bazar,Chattogram,7/14/2021 15:57,Silver,jannat.amin@yahoo.com,01372321989,45,Elderly
C00206,Tanvir Miah,Male,18,Dhaka,Dhaka,10/15/2022 7:23,Bronze,arif.sheikh@gmail.com,01562944629,32,Young
C00207,Hasan Amin,Male,46,Lakshmipur,Chattogram,6/15/2024 1:22,Gold,tasnima.amin@outlook.com,01540477375,69,Professional
C00208,Mahin Patwary,Female,11,Dhaka,Dhaka,11/18/2021 15:13,Gold,rafi.rahman@yahoo.com,01932391566,61,Kids
C00209,Rahim Roy,Male,23,Cox's Bazar,Chattogram,5/27/2024 20:43,Silver,sifat.karim@yahoo.com,01467018087,57,Young
C00210,Karim Sarker,Female,20,Munshiganj,Dhaka,7/20/2023 0:53,Gold,rafi.bhuiyan@yahoo.com,01715171767,76,Young
C00211,Rafi Rahman,Male,36,Rajbari,Dhaka,7/27/2025 15:29,Gold,rafi.rahman@gmail.com,01985566656,70,Professional
C00212,Sakib Das,Male,26,Brahmanbaria,Chattogram,6/21/2024 21:15,Silver,sifat.miah@gmail.com,01483683752,57,Young
C00213,Fahim Karim,Female,41,Dhaka,Dhaka,6/6/2023 20:25,Platinum,farhan.uddin@yahoo.com,01820345655,100,Professional
C00214,Imran Ahmed,Male,54,Lakshmipur,Chattogram,6/29/2025 9:34,Gold,sifat.karim@outlook.com,01369471301,80,Professional
C00215,Mim Sarker,Female,75,Dhaka,Dhaka,12/9/2021 0:32,Platinum,hasan.mollik@yahoo.com,01787687926,100,Elderly
C00216,Sadia Jahan,Male,41,,,2/2/2024 11:33,Silver,jannat.bhuiyan@outlook.com,01919361689,55,Professional
C00217,Tamim Sarker,Female,37,Dhaka,Dhaka,3/23/2022 18:09,Gold,shuvo.mollik@yahoo.com,01986788785,62,Professional
C00218,Sakib Roy,Female,51,Dhaka,Dhaka,6/15/2023 20:10,Bronze,nusrat.islam@yahoo.com,01742491233,40,Professional
C00219,Shaila Karim,Male,26,Dhaka,Dhaka,8/6/2023 1:56,Gold,sakib.khan@yahoo.com,01760822471,72,Young
C00220,Karim Hossain,Female,19,Munshiganj,Dhaka,4/4/2024 16:56,Silver,sakib.sheikh@outlook.com,01517038051,51,Young
C00221,Rumana Sheikh,Male,54,Tangail,Dhaka,9/13/2022 8:39,Platinum,raisa.islam@yahoo.com,01832113773,100,Professional
C00222,Raisa Sarker,Female,7,Bandarban,Chattogram,8/9/2024 1:10,Silver,adib.sheikh@yahoo.com,01513048406,50,Kids
C00223,Sakib Patwary,Male,24,Feni,Chattogram,12/25/2021 8:54,Silver,arif.mollik@outlook.com,01585177347,58,Young
C00224,Raisa Das,Male,34,Rajbari,Dhaka,11/29/2021 5:54,Bronze,nafis.amin@outlook.com,01815432600,36,Professional
C00225,Shaila Khan,Male,42,Rajbari,Dhaka,8/3/2021 9:47,Gold,nafis.amin@gmail.com,01569823699,72,Professional
C00226,Shuvo Ahmed,Female,25,Madaripur,Dhaka,8/15/2023 3:04,Silver,tamim.hossain@yahoo.com,01949323778,46,Young
C00227,Mahin Hossain,Female,33,Brahmanbaria,Chattogram,3/31/2023 18:05,Gold,tasnima.islam@outlook.com,01913893123,79,Professional
C00228,Nusrat Islam,Female,21,Lakshmipur,Chattogram,6/30/2025 4:04,Bronze,rafi.nahar@yahoo.com,01924383426,30,Young
C00229,Fahim Islam,Female,27,Madaripur,Dhaka,11/2/2022 23:40,Silver,adib.mollik@outlook.com,01819064717,60,Young
C00230,Muntasir Amin,Female,75,Madaripur,Dhaka,2/29/2024 20:56,Silver,ayesha.amin@yahoo.com,01929296484,56,Elderly
C00231,Sami Sarker,Female,28,Madaripur,Dhaka,4/3/2026 23:13,Silver,nusrat.bhuiyan@gmail.com,01567174925,53,Young
C00232,Karim Hossain,Male,27,Gazipur,Dhaka,5/9/2024 4:19,Silver,sakib.uddin@yahoo.com,01361355908,57,Young
C00233,Hasan Roy,Male,75,Shariatpur,Dhaka,8/30/2025 13:09,Silver,nusrat.ahmed@gmail.com,01548964242,51,Elderly
C00234,Arif Roy,Female,19,,,10/10/2023 23:24,Silver,sifat.talukder@gmail.com,01585874813,53,Young
C00235,Jannat Bhuiyan,Male,7,Feni,Chattogram,12/31/2021 18:44,Gold,shaila.miah@yahoo.com,00000000000,79,Kids
C00236,Arif Patwary,Female,64,,,6/13/2023 11:47,Platinum,tasnima.amin@gmail.com,01371443631,100,Elderly
C00237,Sadia Das,Male,29,Dhaka,Dhaka,2/6/2025 15:59,Gold,fahim.khan@gmail.com,01563897751,68,Young
C00238,Tasnima Patwary,Male,71,Dhaka,Dhaka,8/18/2021 16:16,Silver,tamim.chowdhury@yahoo.com,01841818138,47,Elderly
C00239,Rumana Khan,Female,39,Manikganj,Dhaka,8/13/2023 15:11,Gold,tanjim.jahan@gmail.com,01489860204,63,Professional
C00240,Jannat Patwary,Male,18, Cumilla ,,10/27/2023 11:39,Silver,sifat.chowdhury@gmail.com,01413181156,56,Young
C00241,Nusrat Nahar,Female,25,Lakshmipur,Chattogram,1/16/2026 2:01,Gold,karim.das@yahoo.com,00000000000,78,Young
C00242,Farhan Nahar,Female,21,Narayanganj,Dhaka,4/27/2026 17:43,Gold,tamim.jahan@gmail.com,01890068472,67,Young
C00243,Tamim Islam,Female,20,Gazipur,Dhaka,4/24/2024 2:41,Bronze,sifat.chowdhury@yahoo.com,01696355343,34,Young
C00244,Nusrat Sarker,Female,20,Chittagong,Chattogram,2/25/2022 21:33,Platinum,rumana.amin@yahoo.com,01913618167,82,Young
C00245,Tasnima Sheikh,Male,36,Chandpur,Chattogram,2/10/2022 12:56,Gold,shuvo.sheikh@gmail.com,01344485011,79,Professional
C00246,Sami Chowdhury,Male,62,Chandpur,Chattogram,4/5/2024 7:37,Platinum,rafi.sarker@outlook.com,01423925414,89,Elderly
C00247,Sifat Nahar,Female,68,Narayanganj,Dhaka,1/25/2022 14:02,Silver,shaila.sarker@outlook.com,01483468861,53,Elderly
C00248,Rafi Nahar,Male,59,Shariatpur,Dhaka,9/1/2024 0:16,Gold,sadia.sarker@outlook.com,01453164788,67,Elderly
C00249,Shaila Roy,Male,9,Dhaka,Dhaka,4/7/2026 23:46,Silver,jannat.amin@gmail.com,01365801524,41,Kids
C00250,Muntasir Bhuiyan,Male,29,Gopalganj,Dhaka,1/8/2022 1:14,Gold,rahim.amin@yahoo.com,01863815464,61,Young
C00251,Rafi Sheikh,Female,29,Lakshmipur,Chattogram,12/31/2025 12:48,Gold,rumana.khan@gmail.com,01417115958,69,Young
C00252,Sadia Rahman,Female,51,Dhaka,Dhaka,3/19/2021 0:51,Silver,sifat.nahar@gmail.com,01580536436,51,Professional
C00253,Nusrat Chowdhury,Male,61,Kishoreganj,Dhaka,8/18/2023 22:10,Gold,adib.amin@gmail.com,01383977910,68,Elderly
C00254,Tamim Sheikh,Male,33,,,2/6/2023 22:11,Gold,shuvo.das@outlook.com,01964669536,65,Professional
C00255,Sadia Chowdhury,Female,52,Dhaka,Dhaka,1/27/2024 2:43,Silver,sadia.chowdhury@gmail.com,01835285260,54,Professional
C00256,Sadia Patwary,Male,22,Lakshmipur,Chattogram,8/20/2023 5:03,Platinum,tanvir.islam@yahoo.com,01774345390,87,Young
C00257,Hasan Miah,Male,23,Dhaka,Dhaka,12/24/2023 15:07,Silver,hasan.miah@gmail.com,01727474027,58,Young
C00258,Adib Islam,Male,23,Narsingdi,Dhaka,8/28/2021 15:40,Gold,rafi.khan@yahoo.com,00000000000,64,Young
C00259,Rumana Islam,Female,19,Feni,Chattogram,2/26/2025 19:01,Bronze,shaila.uddin@gmail.com,01367551594,36,Young
C00260,Mim Ahmed,Male,26,Dhaka,Dhaka,2/20/2026 15:14,Gold,tasnima.roy@outlook.com,01912146770,71,Young
C00261,Sakib Bhuiyan,Male,31,Dhaka,Dhaka,8/2/2023 6:40,Silver,jannat.amin@outlook.com,01939721981,53,Professional
C00262,Mim Das,Male,20,Madaripur,Dhaka,8/31/2025 12:39,Gold,rafi.ahmed@yahoo.com,01553885291,79,Young
C00263,Raisa Patwary,Male,49,Dhaka,Dhaka,9/1/2021 18:55,Bronze,rahim.patwary@gmail.com,01819270893,38,Professional
C00264,Muntasir Karim,Female,48,Faridpur,Dhaka,12/26/2024 12:39,Gold,adib.hossain@outlook.com,01482674745,70,Professional
C00265,Sadia Karim,Female,27,Tangail,Dhaka,10/7/2022 16:12,Bronze,sakib.patwary@gmail.com,01467738144,23,Young
C00266,Tasnima Das,Female,48,Dhaka,Dhaka,8/24/2024 5:20,Gold,nabil.roy@gmail.com,01414503000,73,Professional
C00267,Ayesha Das,Male,31,Bandarban,Chattogram,2/4/2024 17:35,Silver,nayeem.miah@gmail.com,01618682953,59,Professional
C00268,Rafi Uddin,Male,64,Lakshmipur,Chattogram,3/29/2021 14:29,Gold,rumana.hossain@outlook.com,01569412925,69,Elderly
C00269,Sakib Islam,Female,22,Gazipur,Dhaka,11/29/2022 22:27,Silver,nafis.chowdhury@outlook.com,01895668227,51,Young
C00270,Nafis Mollik,Male,38,Faridpur,Dhaka,5/15/2023 6:25,Silver,muntasir.miah@gmail.com,01913063489,45,Professional
C00271,Farhan Mollik,Female,23,Dhaka,Dhaka,6/6/2025 8:01,Silver,rumana.ahmed@yahoo.com,01682108680,54,Young
C00272,Sifat Sheikh,Male,23,Dhaka,Dhaka,8/7/2021 12:17,Gold,sadia.miah@yahoo.com,01379954232,65,Young
C00273,Shuvo Ahmed,Female,25,Munshiganj,Dhaka,2/28/2026 10:26,Gold,sadia.miah@yahoo.com,01319989255,72,Young
C00274,Sami Sheikh,Male,29,Narsingdi,Dhaka,4/6/2021 11:25,Gold,imran.bhuiyan@gmail.com,01926752111,67,Young
C00275,Tanvir Islam,Male,25,,,4/27/2022 2:12,Silver,tanjim.talukder@gmail.com,01656834811,45,Young
C00276,Nayeem Patwary,Male,54,Madaripur,Dhaka,10/11/2021 3:04,Platinum,mahin.roy@gmail.com,01794157799,95,Professional
C00277,Shuvo Uddin,Male,27,Dhaka,Dhaka,11/3/2025 14:56,Gold,shuvo.rahman@outlook.com,01564313707,68,Young
C00278,Mahin Hossain,Male,11,Chandpur,Chattogram,2/3/2024 4:02,Silver,nafis.uddin@yahoo.com,01937310785,51,Kids
C00279,Nafis Mollik,Male,37,Munshiganj,Dhaka,11/23/2024 19:48,Gold,sadia.sheikh@outlook.com,01965345473,70,Professional
C00280,Sifat Rahman,Female,24,Chittagong,Chattogram,9/29/2024 20:10,Gold,adib.sarker@outlook.com,01726854912,67,Young
C00281,Nabil Rahman,Male,19,Shariatpur,Dhaka,3/12/2024 20:49,Silver,raisa.sheikh@gmail.com,01916060184,59,Young
C00282,Fahim Karim,Male,29,Manikganj,Dhaka,8/19/2022 10:16,Silver,ayesha.ahmed@gmail.com,01672953626,57,Young
C00283,Farhan Amin,Male,20,Bandarban,Chattogram,9/17/2021 5:11,Gold,rumana.rahman@yahoo.com,00000000000,80,Young
C00284,Shaila Ahmed,Male,20,Dhaka,Dhaka,5/17/2023 14:45,Platinum,arif.amin@gmail.com,01513416463,93,Young
C00285,Sadia Jahan,Female,54,Chandpur,Chattogram,3/28/2023 23:15,Bronze,tasnima.amin@outlook.com,01727726549,25,Professional
C00286,Tanjim Sarker,Male,33,Manikganj,Dhaka,5/19/2023 8:52,Platinum,sifat.bhuiyan@outlook.com,01717639422,84,Professional
C00287,Ayesha Patwary,Female,24, nan ,,6/2/2026 18:15,Gold,nusrat.chowdhury@outlook.com,01653069736,62,Young
C00288,Ayesha Talukder,Female,24,Rajbari,Dhaka,9/13/2021 8:43,Gold,nafis.rahman@gmail.com,01637780199,67,Young
C00289,Tanjim Sheikh,Male,35,Shariatpur,Dhaka,7/12/2024 22:08,Platinum,sifat.mollik@yahoo.com,01479825599,86,Professional
C00290,Nabil Islam,Male,22,Chandpur,Chattogram,11/7/2021 11:46,Bronze,tamim.khan@outlook.com,00000000000,14,Young
C00291,Raisa Hossain,Male,27,Dhaka,Dhaka,3/22/2024 6:23,Gold,tanvir.nahar@gmail.com,01619808605,77,Young
C00292,Hasan Chowdhury,Male,10,Narsingdi,Dhaka,9/6/2024 9:04,Platinum,imran.das@yahoo.com,01441728915,85,Kids
C00293,Sami Roy,Male,45,Dhaka,Dhaka,3/12/2021 19:22,Silver,ayesha.roy@yahoo.com,01770558400,50,Professional
C00294,Imran Mollik,Female,44,Gazipur,Dhaka,7/5/2023 15:07,Bronze,rahim.khan@yahoo.com,01818008519,37,Professional
C00295,Shaila Chowdhury,Female,22,Faridpur,Dhaka,9/30/2022 22:13,Platinum,tasnima.amin@yahoo.com,01334758550,92,Young
C00296,Farhan Patwary,Male,10,Tangail,Dhaka,8/28/2023 9:34,Bronze,mahin.sheikh@outlook.com,01556261248,30,Kids
C00297,Karim Rahman,Female,30,Tangail,Dhaka,8/29/2023 10:53,Gold,tasnima.das@yahoo.com,01783942431,70,Professional
C00298,Mim Chowdhury,Female,6,Feni,Chattogram,7/28/2023 21:52,Gold,muntasir.jahan@gmail.com,01837954465,80,Kids
C00299,Sami Islam,Male,27,Rajbari,Dhaka,6/29/2024 15:06,Gold,raisa.das@gmail.com,01736968945,69,Young
C00300,Muntasir Uddin,Male,34,Chittagong,Chattogram,2/4/2022 10:59,Gold,fahim.chowdhury@outlook.com,01376291116,72,Professional
C00301,Arif Miah,Male,26,Khagrachari,Chattogram,8/31/2025 22:42,Silver,fahim.karim@outlook.com,01329728396,57,Young
C00302,Muntasir Sheikh,Male,18,Dhaka,Dhaka,7/31/2025 11:50,Gold,imran.talukder@yahoo.com,01590639882,70,Young
C00303,Farhan Chowdhury,Male,42,Chittagong,Chattogram,6/30/2023 15:21,Silver,sifat.mollik@outlook.com,00000000000,49,Professional
C00304,Nafis Ahmed,Male,54,Madaripur,Dhaka,12/11/2025 10:54,Silver,rumana.ahmed@yahoo.com,01964826754,52,Professional
C00305,Sami Sheikh,Female,21, nan ,,6/30/2022 14:43,Gold,sami.sheikh@gmail.com,01546330785,63,Young
C00306,Mim Sheikh,Male,29,,,2/13/2022 14:21,Bronze,karim.miah@gmail.com,01462976953,34,Young
C00307,Raisa Uddin,Female,21,Faridpur,Dhaka,7/14/2022 4:31,Gold,imran.khan@yahoo.com,01797507273,72,Young
C00308,Nusrat Hossain,Male,25,Lakshmipur,Chattogram,4/2/2025 13:08,Bronze,mim.sheikh@yahoo.com,01478117089,17,Young
C00309,Tamim Jahan,Male,26,Feni,Chattogram,10/1/2021 23:14,Gold,nabil.karim@yahoo.com,01417077293,69,Young
C00310,Raisa Chowdhury,Male,25,Khagrachari,Chattogram,8/29/2022 10:03,Gold,nafis.patwary@yahoo.com,01596744985,70,Young
C00311,Ayesha Islam,Male,21,Tangail,Dhaka,10/17/2021 7:56,Silver,tanvir.bhuiyan@yahoo.com,01626729749,48,Young
C00312,Nusrat Chowdhury,Male,27,Tangail,Dhaka,6/3/2023 7:56,Gold,ayesha.amin@outlook.com,01572529646,72,Young
C00313,Mahin Amin,Male,21,Munshiganj,Dhaka,8/30/2022 23:21,Silver,mahin.amin@gmail.com,01430837327,55,Young
C00314,Tanvir Sarker,Female,27,Munshiganj,Dhaka,6/13/2025 9:10,Gold,farhan.khan@yahoo.com,01417377910,74,Young
C00315,Nafis Das,Male,39,Feni,Chattogram,3/4/2025 23:16,Gold,hasan.roy@yahoo.com,00000000000,68,Professional
C00316,Rafi Sarker,Male,72,Manikganj,Dhaka,10/26/2025 1:48,Silver,nafis.rahman@yahoo.com,01788670747,42,Elderly
C00317,Jannat Talukder,Male,55,Narsingdi,Dhaka,4/2/2023 11:34,Gold,sami.jahan@yahoo.com,01874280688,64,Professional
C00318,Hasan Talukder,Male,49,Rangamati,Chattogram,11/23/2023 2:17,Gold,adib.karim@outlook.com,01492299359,67,Professional
C00319,Raisa Rahman,Male,9,Madaripur,Dhaka,9/5/2025 19:39,Gold,tanvir.ahmed@outlook.com,01795903709,66,Kids
C00320,Fahim Patwary,Male,40,Feni,Chattogram,11/18/2024 6:51,Silver,raisa.khan@gmail.com,01423217454,44,Professional
C00321,Nayeem Karim,Male,22,Gopalganj,Dhaka,3/2/2026 21:59,Gold,shaila.talukder@gmail.com,01838852840,65,Young
C00322,Fahim Miah,Male,39,Dhaka,Dhaka,5/4/2026 21:36,Gold,raisa.ahmed@yahoo.com,01457966687,79,Professional
C00323,Adib Miah,Female,65,NAN,,5/30/2021 22:26,Gold,mim.amin@gmail.com,01831931055,72,Elderly
C00324,Jannat Miah,Female,23,Narsingdi,Dhaka,4/13/2022 6:58,Gold,rahim.miah@gmail.com,01346877278,69,Young
C00325,Hasan Ahmed,Male,70,Cox's Bazar,Chattogram,11/14/2024 2:46,Platinum,nayeem.sarker@yahoo.com,01962721147,92,Elderly
C00326,Jannat Amin,Male,53,Dhaka,Dhaka,7/15/2021 12:47,Gold,shaila.khan@yahoo.com,01885873913,65,Professional
C00327,Tanjim Talukder,Female,52,Dhaka,Dhaka,6/19/2021 12:12,Silver,farhan.islam@outlook.com,01951298669,47,Professional
C00328,Rafi Sheikh,Male,25,Khagrachari,Chattogram,10/1/2021 8:57,Silver,ayesha.talukder@outlook.com,01490980106,47,Young
C00329,Sakib Amin,Male,29,Narsingdi,Dhaka,5/23/2021 14:17,Gold,nafis.nahar@yahoo.com,01638800181,65,Young
C00330,Sami Das,Female,53,Rajbari,Dhaka,8/16/2024 7:16,Bronze,nayeem.sarker@yahoo.com,01680427290,36,Professional
C00331,Mahin Karim,Male,32,Gazipur,Dhaka,7/3/2022 5:30,Gold,fahim.ahmed@gmail.com,01530461963,63,Professional
C00332,Rahim Uddin,Male,22,Lakshmipur,Chattogram,2/17/2026 21:59,Gold,nabil.khan@gmail.com,01522564590,70,Young
C00333,Tanvir Karim,Male,9,Lakshmipur,Chattogram,7/21/2021 23:39,Platinum,adib.miah@yahoo.com,01928639942,83,Kids
C00334,Sifat Das,Male,18,Rajbari,Dhaka,6/27/2023 7:42,Bronze,jannat.das@yahoo.com,01681238121,34,Young
C00335,Nayeem Patwary,Male,38,Gazipur,Dhaka,8/10/2024 23:42,Gold,nusrat.chowdhury@gmail.com,01733544104,64,Professional
C00336,Jannat Nahar,Male,39,Rangamati,Chattogram,12/18/2022 4:29,Gold,sakib.patwary@outlook.com,01394154777,61,Professional
C00337,Nabil Rahman,Female,50,Khagrachari,Chattogram,11/24/2024 15:29,Gold,sadia.khan@yahoo.com,01994273898,63,Professional
C00338,Nayeem Sheikh,Male,36,Rajbari,Dhaka,7/29/2025 18:21,Gold,muntasir.das@yahoo.com,01370430508,65,Professional
C00339,Fahim Das,Male,47,Bandarban,Chattogram,6/24/2024 20:34,Gold,raisa.das@outlook.com,01438849768,61,Professional
C00340,Tasnima Uddin,Male,28,,,4/21/2024 4:49,Platinum,hasan.talukder@gmail.com,01530955975,87,Young
C00341,Hasan Miah,Female,22,Faridpur,Dhaka,2/18/2024 19:25,Platinum,tanvir.ahmed@yahoo.com,01763574418,84,Young
C00342,Tamim Ahmed,Male,31,Chandpur,Chattogram,5/30/2026 1:58,Platinum,tamim.sheikh@outlook.com,01984959118,100,Professional
C00343,Sakib Patwary,Male,43,,,4/3/2025 2:28,Gold,karim.sheikh@yahoo.com,01748541041,62,Professional
C00344,Muntasir Karim,Female,32,Shariatpur,Dhaka,4/30/2021 14:33,Silver,tasnima.amin@outlook.com,01389124699,55,Professional
C00345,Nafis Miah,Male,35,Cox's Bazar,Chattogram,3/16/2025 21:15,Silver,hasan.sarker@gmail.com,01550174944,45,Professional
C00346,Tasnima Nahar,Male,24,Narayanganj,Dhaka,11/24/2021 20:42,Silver,mim.ahmed@outlook.com,01591999560,53,Young
C00347,Shuvo Roy,Male,26,Khagrachari,Chattogram,9/27/2025 1:39,Gold,rafi.miah@yahoo.com,01571555430,75,Young
C00348,Nusrat Talukder,Female,40,Gazipur,Dhaka,10/8/2022 0:20,Silver,farhan.rahman@outlook.com,01760038503,52,Professional
C00349,Shuvo Islam,Female,40,Noakhali,Chattogram,10/10/2024 1:45,Gold,imran.nahar@outlook.com,01616499066,74,Professional
C00350,Rahim Patwary,Male,28,Faridpur,Dhaka,1/8/2025 17:17,Silver,sifat.patwary@gmail.com,01940015972,50,Young
C00351,Mim Talukder,Female,22,Dhaka,Dhaka,12/9/2022 11:28,Silver,ayesha.uddin@yahoo.com,01429749469,60,Young
C00352,Tamim Jahan,Female,21,Tangail,Dhaka,3/31/2026 8:43,Platinum,shaila.talukder@outlook.com,01566144505,97,Young
C00353,Imran Bhuiyan,Male,18,Dhaka,Dhaka,11/10/2023 1:33,Silver,rumana.sarker@outlook.com,00000000000,47,Young
C00354,Fahim Chowdhury,Male,22,Dhaka,Dhaka,4/21/2023 8:10,Platinum,hasan.mollik@gmail.com,01840199311,87,Young
C00355,Sami Miah,Male,20,Chittagong,Chattogram,9/3/2023 7:30,Gold,hasan.uddin@yahoo.com,01871365023,69,Young
C00356,Nafis Miah,Male,22,Kishoreganj,Dhaka,9/4/2022 22:27,Silver,tasnima.ahmed@yahoo.com,01956722125,49,Young
C00357,Tanvir Patwary,Female,20,Cox's Bazar,Chattogram,8/3/2021 10:32,Silver,jannat.roy@outlook.com,01731743947,41,Young
C00358,Sadia Karim,Male,35,Dhaka,Dhaka,5/6/2026 10:36,Silver,rahim.roy@yahoo.com,01775362996,50,Professional
C00359,Raisa Roy,Male,26,Manikganj,Dhaka,6/2/2025 17:53,Gold,tasnima.amin@gmail.com,01395920617,70,Young
C00360,Sakib Chowdhury,Male,42,Manikganj,Dhaka,6/7/2025 19:20,Silver,rahim.mollik@yahoo.com,01935676969,46,Professional
C00361,Tanvir Patwary,Male,10,Narsingdi,Dhaka,12/20/2025 18:04,Platinum,rumana.mollik@outlook.com,01413286677,90,Kids
C00362,Sakib Ahmed,Female,24,Munshiganj,Dhaka,5/1/2024 16:24,Silver,sadia.mollik@yahoo.com,01338113770,58,Young
C00363,Tanvir Bhuiyan,Male,9,Manikganj,Dhaka,5/12/2026 0:07,Gold,rahim.ahmed@gmail.com,01771299212,75,Kids
C00364,Fahim Miah,Male,9,Madaripur,Dhaka,5/13/2026 17:12,Gold,nayeem.patwary@gmail.com,01622124292,73,Kids
C00365,Sifat Sarker,Female,8,Dhaka,Dhaka,5/8/2022 23:01,Platinum,arif.bhuiyan@gmail.com,01943013905,91,Kids
C00366,Shuvo Khan,Female,21,Bandarban,Chattogram,5/26/2023 17:14,Silver,karim.mollik@gmail.com,01749241574,54,Young
C00367,Hasan Khan,Male,12,Narsingdi,Dhaka,7/10/2021 3:11,Gold,muntasir.nahar@gmail.com,01930990781,64,Kids
C00368,Ayesha Jahan,Male,28,Manikganj,Dhaka,10/28/2024 1:18,Bronze,rafi.uddin@yahoo.com,01764524089,37,Young
C00369,Tamim Uddin,Female,28,Faridpur,Dhaka,8/9/2021 18:01,Gold,ayesha.karim@yahoo.com,01314739919,64,Young
C00370,Shaila Rahman,Male,27,Khagrachari,Chattogram,2/26/2025 1:09,Platinum,ayesha.karim@outlook.com,01411458253,83,Young
C00371,Rumana Hossain,Female,45,Gazipur,Dhaka,5/18/2025 22:37,Gold,tasnima.hossain@yahoo.com,01633478996,66,Professional
C00372,Fahim Sheikh,Female,28,Lakshmipur,Chattogram,3/29/2023 14:22,Platinum,tamim.sarker@gmail.com,01736056687,100,Young
C00373,Tamim Patwary,Female,25,Gazipur,Dhaka,6/9/2024 21:39,Gold,tanjim.sarker@yahoo.com,01520337969,71,Young
C00374,Sakib Ahmed,Female,27,Rangamati,Chattogram,3/2/2026 21:20,Silver,muntasir.karim@yahoo.com,01925102272,52,Young
C00375,Shuvo Uddin,Female,24,Munshiganj,Dhaka,2/12/2025 4:00,Gold,karim.miah@gmail.com,01975214790,70,Young
C00376,Rumana Patwary,Male,25,Rajbari,Dhaka,5/27/2023 3:04,Bronze,nayeem.das@yahoo.com,01882554919,36,Young
C00377,Jannat Khan,Female,70,Kishoreganj,Dhaka,12/5/2025 12:43,Silver,tanjim.jahan@yahoo.com,01626344445,48,Elderly
C00378,Sifat Sarker,Female,28,Noakhali,Chattogram,3/21/2021 14:15,Bronze,tasnima.jahan@yahoo.com,01769109306,40,Young
C00379,Sadia Uddin,Male,20,Gopalganj,Dhaka,3/26/2022 19:45,Gold,sakib.karim@gmail.com,01831028725,62,Young
C00380,Rahim Islam,Female,31,Chittagong,Chattogram,10/14/2022 4:19,Gold,imran.sarker@gmail.com,01889205273,61,Professional
C00381,Sami Islam,Female,43,Dhaka,Dhaka,12/25/2022 19:14,Platinum,tamim.karim@outlook.com,01834203500,84,Professional
C00382,Raisa Roy,Female,58,Shariatpur,Dhaka,8/29/2024 10:16,Silver,tanjim.chowdhury@gmail.com,01421679427,60,Elderly
C00383,Nusrat Sheikh,Male,33,Chittagong,Chattogram,4/25/2025 5:36,Silver,rumana.roy@gmail.com,01849523138,44,Professional
C00384,Sadia Jahan,Male,27,Narsingdi,Dhaka,4/16/2021 19:24,Platinum,adib.roy@outlook.com,01523879157,90,Young
C00385,Nusrat Uddin,Female,51,Brahmanbaria,Chattogram,5/31/2022 16:06,Bronze,karim.miah@yahoo.com,01627853016,9,Professional
C00386,Tanvir Mollik,Female,25, Cumilla ,,6/15/2025 1:23,Gold,arif.sheikh@outlook.com,01840515654,63,Young
C00387,Shaila Ahmed,Male,25,Rajbari,Dhaka,10/4/2023 0:13,Gold,nayeem.jahan@yahoo.com,01672928212,66,Young
C00388,Karim Talukder,Male,28,,,9/9/2022 13:09,Silver,ayesha.chowdhury@outlook.com,01335569811,60,Young
C00389,Farhan Sarker,Female,29,Munshiganj,Dhaka,6/1/2023 13:55,Gold,tamim.ahmed@yahoo.com,01887252816,71,Young
C00390,Raisa Amin,Male,38,Chittagong,Chattogram,4/19/2024 14:29,Gold,sami.karim@gmail.com,01978722635,64,Professional
C00391,Adib Nahar,Female,33,Gopalganj,Dhaka,3/29/2024 11:11,Gold,ayesha.uddin@outlook.com,01427031310,71,Professional
C00392,Sifat Chowdhury,Female,72,Bandarban,Chattogram,7/7/2025 12:20,Silver,nayeem.bhuiyan@yahoo.com,01618794246,51,Elderly
C00393,Ayesha Khan,Male,9,Dhaka,Dhaka,5/19/2026 13:08,Bronze,nafis.islam@outlook.com,01399570189,36,Kids
C00394,Karim Rahman,Female,27,Noakhali,Chattogram,5/26/2025 4:18,Gold,tamim.hossain@gmail.com,01870825016,61,Young
C00395,Sadia Sheikh,Male,26,Tangail,Dhaka,7/26/2021 4:27,Silver,hasan.das@yahoo.com,01416874922,44,Young
C00396,Nayeem Chowdhury,Male,26,Narsingdi,Dhaka,4/19/2023 2:59,Silver,farhan.amin@outlook.com,01347932964,49,Young
C00397,Farhan Das,Male,28,Cox's Bazar,Chattogram,8/22/2023 11:15,Platinum,raisa.sarker@yahoo.com,01863424204,83,Young
